Agent_ID,Product_Category,Commission_Percentage
Agent_222224,Home & Furniture,2.20
Agent_6159,Electronics,54.41
Agent_743082,Auto & Accessories,96.99
Agent_504075,Electronics,52.64
Agent_902087,Electronics,20.11
Agent_816829,Electronics,96.18
Agent_1661363,Auto & Accessories,21.85
Agent_1556181,Electronics,16.14
Agent_856392,Auto & Accessories,30.48
Agent_2309897,Auto & Accessories,28.92
Agent_1649416,Fashion,75.77
Agent_2366355,Electronics,89.70
Agent_657628,Auto & Accessories,62.12
Agent_1376112,Home & Furniture,81.66
Agent_1461311,Fashion,83.62
Agent_1057034,Electronics,69.17
Agent_228122,Auto & Accessories,77.01
Agent_1468238,Fashion,8.88
Agent_1222497,Home & Furniture,49.90
Agent_396924,Auto & Accessories,31.90
Agent_498458,Fashion,93.85
Agent_773862,Fashion,67.22
Agent_2314486,Auto & Accessories,45.62
Agent_248365,Auto & Accessories,25.47
Agent_523264,Auto & Accessories,17.41
Agent_1079703,Auto & Accessories,58.61
Agent_2058203,Home & Furniture,67.07
Agent_2339113,Home & Furniture,87.41
Agent_1457823,Auto & Accessories,94.94
Agent_62330,Auto & Accessories,54.27
Agent_64066,Electronics,69.46
Agent_1130956,Auto & Accessories,43.11
Agent_2238209,Auto & Accessories,67.34
Agent_205773,Auto & Accessories,41.15
Agent_1180346,Electronics,45.42
Agent_965513,Electronics,9.61
Agent_61685,Electronics,58.64
Agent_647542,Electronics,7.11
Agent_2317816,Home & Furniture,70.47
Agent_2351922,Electronics,46.50
Agent_1603452,Fashion,65.34
Agent_1997620,Fashion,27.56
Agent_297879,Electronics,47.91
Agent_1651216,Electronics,62.62
Agent_1640521,Auto & Accessories,93.39
Agent_474746,Auto & Accessories,88.21
Agent_2208201,Fashion,73.76
Agent_2087053,Electronics,40.86
Agent_1441612,Auto & Accessories,33.06
Agent_1029777,Auto & Accessories,79.31
Agent_1725700,Electronics,50.53
Agent_1926689,Electronics,27.64
Agent_929477,Home & Furniture,43.33
Agent_837458,Home & Furniture,45.17
Agent_55746,Fashion,78.71
Agent_1633490,Auto & Accessories,71.75
Agent_2086443,Fashion,38.24
Agent_827753,Home & Furniture,10.69
Agent_377189,Electronics,16.82
Agent_691120,Home & Furniture,58.59
Agent_1708360,Auto & Accessories,19.82
Agent_1079055,Home & Furniture,92.28
Agent_236181,Auto & Accessories,56.24
Agent_393582,Home & Furniture,58.83
Agent_2400103,Fashion,14.23
Agent_97123,Home & Furniture,62.39
Agent_1942104,Fashion,49.52
Agent_1555665,Auto & Accessories,41.34
Agent_1043235,Home & Furniture,38.11
Agent_1941503,Home & Furniture,69.78
Agent_902992,Home & Furniture,10.71
Agent_1102979,Home & Furniture,92.12
Agent_1632764,Fashion,56.21
Agent_1537592,Fashion,72.27
Agent_707593,Fashion,27.44
Agent_1155634,Home & Furniture,45.00
Agent_1141185,Auto & Accessories,76.12
Agent_728302,Auto & Accessories,80.51
Agent_708473,Fashion,97.24
Agent_2328221,Auto & Accessories,26.74
Agent_1095407,Auto & Accessories,56.43
Agent_280020,Home & Furniture,93.52
Agent_605005,Fashion,26.32
Agent_1023277,Auto & Accessories,10.40
Agent_1908775,Electronics,56.03
Agent_107390,Fashion,13.61
Agent_966415,Auto & Accessories,94.46
Agent_621771,Home & Furniture,9.15
Agent_1377651,Fashion,4.41
Agent_935951,Electronics,25.87
Agent_1579264,Auto & Accessories,60.42
Agent_1481391,Auto & Accessories,80.47
Agent_2349825,Auto & Accessories,92.22
Agent_1454051,Electronics,99.45
Agent_213694,Auto & Accessories,7.42
Agent_2040265,Fashion,71.35
Agent_1483864,Home & Furniture,99.10
Agent_1575861,Fashion,16.65
Agent_1540699,Fashion,49.19
Agent_1754852,Electronics,12.36
Agent_1651210,Home & Furniture,11.17
Agent_1999897,Auto & Accessories,92.49
Agent_2107197,Home & Furniture,85.98
Agent_1524152,Electronics,60.07
Agent_1851855,Electronics,71.66
Agent_1282998,Home & Furniture,12.27
Agent_2191816,Home & Furniture,17.04
Agent_2099324,Fashion,47.03
Agent_295018,Home & Furniture,64.04
Agent_573908,Home & Furniture,15.52
Agent_1143333,Electronics,27.44
Agent_2274997,Auto & Accessories,48.14
Agent_1278887,Home & Furniture,79.95
Agent_1651045,Auto & Accessories,77.37
Agent_1397851,Electronics,43.06
Agent_1324773,Fashion,28.45
Agent_1858224,Electronics,6.48
Agent_205478,Electronics,70.94
Agent_473961,Electronics,75.65
Agent_1396888,Fashion,59.79
Agent_1567856,Fashion,19.72
Agent_398346,Auto & Accessories,45.60
Agent_820756,Fashion,78.04
Agent_572215,Fashion,98.93
Agent_919125,Fashion,10.80
Agent_2330364,Home & Furniture,44.45
Agent_465162,Electronics,80.84
Agent_2139884,Home & Furniture,79.24
Agent_1134475,Home & Furniture,20.24
Agent_1929504,Electronics,53.28
Agent_1154906,Home & Furniture,5.73
Agent_955340,Fashion,37.53
Agent_942207,Fashion,74.86
Agent_1716497,Auto & Accessories,14.48
Agent_286559,Fashion,1.89
Agent_1904839,Fashion,74.32
Agent_776016,Fashion,78.93
Agent_1942995,Electronics,64.95
Agent_1651272,Auto & Accessories,82.98
Agent_1835778,Electronics,59.48
Agent_2156400,Fashion,15.44
Agent_1878267,Fashion,96.43
Agent_2003841,Auto & Accessories,71.47
Agent_521354,Home & Furniture,79.68
Agent_1735974,Auto & Accessories,57.60
Agent_308089,Auto & Accessories,50.30
Agent_1772285,Auto & Accessories,59.63
Agent_391322,Home & Furniture,25.05
Agent_654336,Home & Furniture,87.18
Agent_457250,Electronics,98.40
Agent_1145320,Auto & Accessories,75.35
Agent_1094225,Electronics,33.91
Agent_126880,Home & Furniture,73.82
Agent_835622,Auto & Accessories,76.65
Agent_959668,Fashion,52.59
Agent_2085667,Auto & Accessories,40.13
Agent_195459,Home & Furniture,3.87
Agent_1421672,Home & Furniture,6.02
Agent_1131953,Home & Furniture,25.91
Agent_2327055,Auto & Accessories,63.57
Agent_205955,Auto & Accessories,18.67
Agent_1891651,Home & Furniture,69.67
Agent_1641986,Electronics,59.21
Agent_410635,Electronics,30.85
Agent_2162160,Fashion,29.45
Agent_98878,Home & Furniture,85.59
Agent_1911291,Auto & Accessories,87.01
Agent_1582799,Auto & Accessories,89.66
Agent_1324466,Fashion,64.82
Agent_121761,Fashion,35.46
Agent_1589330,Home & Furniture,23.18
Agent_129769,Electronics,9.10
Agent_966680,Auto & Accessories,33.13
Agent_2311863,Fashion,88.91
Agent_891586,Auto & Accessories,56.79
Agent_1035191,Home & Furniture,19.00
Agent_84107,Home & Furniture,93.68
Agent_1545078,Auto & Accessories,12.42
Agent_2286429,Electronics,36.04
Agent_2285941,Home & Furniture,39.29
Agent_283406,Fashion,54.83
Agent_2140079,Fashion,36.94
Agent_1211238,Home & Furniture,8.76
Agent_317822,Fashion,98.35
Agent_92824,Electronics,32.42
Agent_2373048,Fashion,72.59
Agent_2257063,Fashion,85.94
Agent_1632589,Fashion,31.36
Agent_1721485,Home & Furniture,40.07
Agent_1256178,Fashion,22.70
Agent_622380,Fashion,52.30
Agent_1423738,Auto & Accessories,81.84
Agent_1077180,Fashion,4.71
Agent_232571,Fashion,98.59
Agent_114892,Fashion,31.79
Agent_599089,Fashion,94.46
Agent_289959,Electronics,90.98
Agent_543253,Electronics,48.79
Agent_47400,Home & Furniture,1.50
Agent_247674,Home & Furniture,67.18
Agent_1976437,Auto & Accessories,60.57
Agent_1276548,Electronics,52.51
Agent_312146,Fashion,17.19
Agent_1319052,Auto & Accessories,50.01
Agent_357355,Fashion,60.03
Agent_1581027,Auto & Accessories,36.36
Agent_511809,Auto & Accessories,43.53
Agent_2162293,Electronics,83.92
Agent_1070795,Auto & Accessories,49.65
Agent_308617,Home & Furniture,42.80
Agent_152544,Auto & Accessories,50.54
Agent_1985432,Auto & Accessories,11.44
Agent_1739746,Fashion,62.25
Agent_1388663,Electronics,86.92
Agent_2130876,Electronics,6.78
Agent_1301518,Fashion,41.35
Agent_763750,Auto & Accessories,7.96
Agent_2157466,Home & Furniture,96.78
Agent_1832510,Auto & Accessories,64.75
Agent_1487432,Home & Furniture,25.44
Agent_1269906,Auto & Accessories,27.49
Agent_2326441,Electronics,81.21
Agent_1208703,Electronics,33.69
Agent_160837,Fashion,19.76
Agent_908104,Fashion,71.59
Agent_507161,Fashion,69.64
Agent_1067871,Auto & Accessories,86.93
Agent_1984286,Fashion,51.24
Agent_2152539,Electronics,25.57
Agent_882566,Auto & Accessories,80.62
Agent_1146238,Auto & Accessories,13.04
Agent_1248933,Auto & Accessories,69.85
Agent_2352182,Electronics,17.74
Agent_1815750,Auto & Accessories,20.72
Agent_1876861,Home & Furniture,47.35
Agent_1511168,Fashion,23.09
Agent_1281103,Fashion,29.17
Agent_2024461,Fashion,23.10
Agent_327379,Fashion,20.02
Agent_1521684,Auto & Accessories,65.13
Agent_1531020,Fashion,95.62
Agent_2195453,Auto & Accessories,23.04
Agent_479704,Auto & Accessories,97.03
Agent_1931727,Electronics,15.35
Agent_827725,Fashion,16.63
Agent_691145,Electronics,98.48
Agent_857503,Electronics,68.72
Agent_716293,Electronics,11.41
Agent_408831,Auto & Accessories,71.76
Agent_421652,Electronics,20.92
Agent_1482400,Auto & Accessories,38.50
Agent_381874,Fashion,50.14
Agent_1145399,Home & Furniture,76.82
Agent_792409,Home & Furniture,50.91
Agent_191125,Home & Furniture,31.55
Agent_661553,Fashion,39.35
Agent_830846,Electronics,71.30
Agent_664385,Fashion,82.55
Agent_315351,Electronics,55.80
Agent_505800,Electronics,70.67
Agent_1258522,Electronics,75.93
Agent_1624345,Home & Furniture,77.26
Agent_538950,Electronics,54.58
Agent_1997633,Auto & Accessories,93.58
Agent_1617595,Auto & Accessories,72.65
Agent_473588,Auto & Accessories,38.84
Agent_1837392,Electronics,93.04
Agent_853531,Fashion,44.53
Agent_640735,Electronics,63.60
Agent_92951,Fashion,58.93
Agent_523192,Home & Furniture,30.78
Agent_2054838,Auto & Accessories,80.72
Agent_2091493,Fashion,27.58
Agent_1241032,Fashion,92.03
Agent_2056923,Auto & Accessories,64.16
Agent_1773992,Auto & Accessories,4.14
Agent_1746588,Auto & Accessories,44.26
Agent_1052003,Fashion,5.84
Agent_240830,Auto & Accessories,17.29
Agent_1622947,Fashion,74.00
Agent_2008087,Electronics,15.22
Agent_1112702,Auto & Accessories,5.05
Agent_1563560,Auto & Accessories,91.61
Agent_422214,Electronics,20.33
Agent_2251037,Electronics,24.12
Agent_466398,Auto & Accessories,60.83
Agent_2269095,Auto & Accessories,80.03
Agent_1098568,Home & Furniture,84.04
Agent_1143236,Electronics,63.58
Agent_608464,Fashion,93.21
Agent_6993,Home & Furniture,74.30
Agent_970500,Home & Furniture,8.43
Agent_9367,Fashion,66.01
Agent_176813,Auto & Accessories,53.34
Agent_2322898,Electronics,58.50
Agent_1325412,Auto & Accessories,35.65
Agent_457126,Electronics,50.04
Agent_1911604,Electronics,67.67
Agent_1109159,Electronics,38.52
Agent_713939,Home & Furniture,74.67
Agent_1239415,Home & Furniture,29.41
Agent_466271,Electronics,53.56
Agent_2124102,Auto & Accessories,5.56
Agent_1827578,Fashion,48.63
Agent_1445835,Electronics,54.75
Agent_1933436,Auto & Accessories,39.30
Agent_1174316,Home & Furniture,51.14
Agent_1467992,Electronics,48.19
Agent_73586,Electronics,33.58
Agent_2272510,Home & Furniture,72.08
Agent_2147204,Auto & Accessories,51.57
Agent_2166842,Auto & Accessories,43.84
Agent_1976983,Home & Furniture,47.79
Agent_599001,Home & Furniture,23.91
Agent_1149706,Auto & Accessories,51.99
Agent_1619127,Home & Furniture,26.48
Agent_519906,Fashion,10.27
Agent_1108432,Auto & Accessories,95.67
Agent_2002513,Electronics,37.50
Agent_1432557,Auto & Accessories,32.71
Agent_2298760,Auto & Accessories,95.62
Agent_304805,Auto & Accessories,54.80
Agent_787679,Fashion,79.43
Agent_1233821,Fashion,5.43
Agent_263608,Home & Furniture,50.66
Agent_894250,Fashion,56.19
Agent_1997472,Fashion,69.38
Agent_319381,Electronics,71.83
Agent_244347,Home & Furniture,85.60
Agent_1901336,Auto & Accessories,90.40
Agent_367349,Electronics,51.86
Agent_1737387,Electronics,53.46
Agent_626948,Home & Furniture,42.21
Agent_161186,Home & Furniture,40.00
Agent_1752973,Electronics,57.57
Agent_2050276,Auto & Accessories,27.75
Agent_2266991,Auto & Accessories,83.45
Agent_1789904,Auto & Accessories,5.39
Agent_1490250,Fashion,13.80
Agent_417468,Electronics,69.12
Agent_824285,Auto & Accessories,70.87
Agent_2277731,Fashion,26.07
Agent_1669902,Auto & Accessories,7.72
Agent_800347,Fashion,1.23
Agent_250992,Fashion,58.39
Agent_1042000,Electronics,54.66
Agent_1125492,Home & Furniture,95.49
Agent_1665725,Home & Furniture,63.96
Agent_1878281,Auto & Accessories,29.48
Agent_2256681,Fashion,3.87
Agent_2384735,Home & Furniture,36.97
Agent_1636033,Auto & Accessories,75.16
Agent_2172163,Fashion,29.54
Agent_781142,Fashion,44.85
Agent_183621,Auto & Accessories,50.82
Agent_2208376,Fashion,91.38
Agent_1835484,Electronics,80.73
Agent_1239543,Auto & Accessories,22.90
Agent_457784,Fashion,4.76
Agent_1305254,Electronics,97.02
Agent_1496733,Auto & Accessories,60.74
Agent_806703,Fashion,51.71
Agent_1283194,Electronics,70.92
Agent_71319,Home & Furniture,53.95
Agent_995583,Home & Furniture,77.59
Agent_1453274,Home & Furniture,94.50
Agent_387339,Electronics,75.83
Agent_2101143,Auto & Accessories,2.43
Agent_531958,Fashion,14.56
Agent_2201714,Fashion,5.64
Agent_1825166,Fashion,30.54
Agent_300649,Electronics,98.87
Agent_772516,Electronics,87.85
Agent_1594461,Electronics,2.93
Agent_993215,Home & Furniture,3.21
Agent_10981,Electronics,38.32
Agent_124150,Auto & Accessories,7.40
Agent_1577843,Electronics,60.66
Agent_2127677,Home & Furniture,47.87
Agent_1094577,Home & Furniture,49.89
Agent_78429,Home & Furniture,86.01
Agent_95809,Electronics,79.11
Agent_1734665,Home & Furniture,90.66
Agent_1557034,Fashion,1.65
Agent_440871,Fashion,28.54
Agent_1650636,Auto & Accessories,17.12
Agent_2341388,Auto & Accessories,27.90
Agent_1631032,Auto & Accessories,58.95
Agent_625641,Home & Furniture,10.04
Agent_1288100,Home & Furniture,26.28
Agent_1338039,Home & Furniture,47.57
Agent_392776,Home & Furniture,56.14
Agent_601449,Electronics,21.58
Agent_56302,Auto & Accessories,28.98
Agent_1738153,Electronics,65.01
Agent_473711,Home & Furniture,31.54
Agent_279709,Home & Furniture,29.66
Agent_1344459,Auto & Accessories,69.42
Agent_651079,Auto & Accessories,80.51
Agent_1030944,Fashion,37.53
Agent_1915791,Fashion,76.88
Agent_1194245,Fashion,8.39
Agent_763917,Auto & Accessories,98.36
Agent_35101,Auto & Accessories,4.73
Agent_672544,Fashion,87.57
Agent_2278307,Auto & Accessories,4.37
Agent_1824421,Home & Furniture,33.31
Agent_1170781,Auto & Accessories,21.30
Agent_1269930,Electronics,14.79
Agent_895361,Auto & Accessories,47.03
Agent_1649954,Electronics,45.50
Agent_1128143,Auto & Accessories,86.42
Agent_1537401,Electronics,98.24
Agent_108298,Electronics,16.78
Agent_1383603,Auto & Accessories,65.01
Agent_972442,Fashion,44.29
Agent_2179002,Auto & Accessories,77.10
Agent_734372,Fashion,25.71
Agent_1943281,Fashion,56.81
Agent_2392380,Fashion,51.35
Agent_1575406,Fashion,75.09
Agent_2176955,Home & Furniture,41.68
Agent_153336,Auto & Accessories,59.73
Agent_1821260,Electronics,47.95
Agent_710789,Electronics,50.63
Agent_1736393,Fashion,81.24
Agent_493015,Home & Furniture,50.35
Agent_514948,Auto & Accessories,66.32
Agent_1239994,Home & Furniture,46.68
Agent_1053783,Electronics,7.00
Agent_474259,Home & Furniture,60.69
Agent_1113548,Electronics,88.73
Agent_684767,Fashion,11.95
Agent_542924,Fashion,87.75
Agent_1627238,Auto & Accessories,81.12
Agent_170727,Fashion,58.54
Agent_1291629,Electronics,89.18
Agent_2121336,Auto & Accessories,92.50
Agent_219682,Fashion,89.06
Agent_1048491,Fashion,44.88
Agent_1159155,Electronics,76.84
Agent_618860,Auto & Accessories,81.20
Agent_1922821,Auto & Accessories,53.35
Agent_1058089,Home & Furniture,73.59
Agent_1219976,Fashion,62.97
Agent_2327435,Fashion,5.48
Agent_510875,Auto & Accessories,82.67
Agent_2150852,Fashion,32.07
Agent_1831231,Home & Furniture,34.41
Agent_116245,Fashion,19.49
Agent_1041747,Auto & Accessories,35.13
Agent_264594,Auto & Accessories,76.59
Agent_1939063,Auto & Accessories,56.05
Agent_2383182,Home & Furniture,29.26
Agent_1541753,Home & Furniture,72.59
Agent_420133,Fashion,20.13
Agent_763215,Auto & Accessories,39.05
Agent_1580151,Electronics,63.34
Agent_2392435,Auto & Accessories,59.92
Agent_2126637,Home & Furniture,56.44
Agent_1799793,Fashion,94.65
Agent_2381336,Home & Furniture,57.38
Agent_482219,Home & Furniture,21.84
Agent_1431022,Auto & Accessories,20.84
Agent_1821490,Electronics,9.30
Agent_102000,Auto & Accessories,95.34
Agent_2242904,Home & Furniture,37.37
Agent_1980789,Auto & Accessories,80.42
Agent_1568926,Auto & Accessories,49.14
Agent_1771375,Electronics,22.33
Agent_2048275,Auto & Accessories,97.86
Agent_2195379,Auto & Accessories,20.99
Agent_830574,Fashion,84.50
Agent_646334,Fashion,6.81
Agent_1057978,Electronics,33.52
Agent_374155,Fashion,23.08
Agent_978845,Home & Furniture,52.05
Agent_809242,Home & Furniture,65.16
Agent_334709,Home & Furniture,76.35
Agent_689565,Fashion,8.23
Agent_1951863,Auto & Accessories,33.75
Agent_1353375,Home & Furniture,59.69
Agent_1335696,Auto & Accessories,68.59
Agent_816439,Fashion,95.98
Agent_1140392,Fashion,92.05
Agent_2332537,Auto & Accessories,53.51
Agent_438748,Electronics,24.72
Agent_1329471,Home & Furniture,12.86
Agent_2023249,Electronics,52.33
Agent_115959,Electronics,24.28
Agent_2341139,Fashion,36.26
Agent_1498679,Home & Furniture,58.87
Agent_267275,Electronics,21.93
Agent_1083204,Fashion,65.32
Agent_2322945,Auto & Accessories,69.71
Agent_346024,Auto & Accessories,54.15
Agent_1591390,Fashion,29.10
Agent_708286,Auto & Accessories,82.07
Agent_308818,Electronics,86.51
Agent_655521,Auto & Accessories,64.88
Agent_1553646,Home & Furniture,59.81
Agent_191080,Home & Furniture,87.28
Agent_1475055,Electronics,1.26
Agent_547502,Home & Furniture,20.73
Agent_2200509,Fashion,29.56
Agent_2199912,Auto & Accessories,79.37
Agent_1031244,Electronics,84.46
Agent_1527608,Home & Furniture,46.25
Agent_1192724,Electronics,10.89
Agent_1024398,Home & Furniture,17.27
Agent_1022988,Auto & Accessories,47.75
Agent_860001,Auto & Accessories,84.50
Agent_1452385,Electronics,40.82
Agent_2331065,Electronics,15.46
Agent_2083584,Electronics,97.46
Agent_1267507,Auto & Accessories,8.34
Agent_1909027,Auto & Accessories,20.72
Agent_208105,Home & Furniture,14.47
Agent_1936027,Fashion,98.12
Agent_624479,Electronics,97.44
Agent_382853,Electronics,1.52
Agent_2187267,Electronics,61.26
Agent_759270,Fashion,84.33
Agent_935717,Electronics,70.20
Agent_965153,Electronics,79.28
Agent_243857,Auto & Accessories,36.08
Agent_1773204,Electronics,14.01
Agent_1400394,Home & Furniture,50.16
Agent_1396701,Auto & Accessories,32.44
Agent_890243,Fashion,38.54
Agent_311790,Auto & Accessories,16.47
Agent_706870,Fashion,89.76
Agent_1128641,Fashion,17.11
Agent_2020791,Home & Furniture,90.11
Agent_1704011,Auto & Accessories,17.54
Agent_1160297,Fashion,39.87
Agent_1150234,Home & Furniture,28.38
Agent_1771638,Auto & Accessories,83.57
Agent_1783847,Home & Furniture,63.35
Agent_475799,Electronics,1.29
Agent_2333551,Home & Furniture,61.01
Agent_1959793,Fashion,90.10
Agent_1608140,Auto & Accessories,52.04
Agent_535537,Home & Furniture,22.61
Agent_1004110,Fashion,89.89
Agent_1582353,Electronics,10.30
Agent_1668528,Auto & Accessories,10.21
Agent_253767,Home & Furniture,26.55
Agent_1306089,Fashion,29.73
Agent_318685,Electronics,19.81
Agent_1839367,Fashion,80.46
Agent_934907,Auto & Accessories,31.76
Agent_2394661,Home & Furniture,82.94
Agent_2279641,Home & Furniture,45.20
Agent_2347718,Electronics,9.85
Agent_202603,Fashion,74.35
Agent_1840218,Fashion,15.67
Agent_1702700,Fashion,96.34
Agent_1717027,Electronics,27.62
Agent_2256787,Home & Furniture,37.95
Agent_1829185,Electronics,17.81
Agent_1823329,Fashion,68.03
Agent_268356,Fashion,86.40
Agent_1486569,Fashion,89.67
Agent_1072454,Electronics,77.04
Agent_2120607,Fashion,55.89
Agent_435729,Auto & Accessories,34.19
Agent_1842530,Auto & Accessories,47.19
Agent_102576,Auto & Accessories,88.72
Agent_377148,Electronics,73.15
Agent_2217145,Auto & Accessories,70.96
Agent_2373213,Auto & Accessories,72.81
Agent_1633749,Auto & Accessories,75.61
Agent_1859507,Home & Furniture,16.62
Agent_1221974,Home & Furniture,48.24
Agent_2391981,Auto & Accessories,86.22
Agent_609470,Home & Furniture,59.29
Agent_774611,Fashion,20.16
Agent_1248439,Auto & Accessories,79.94
Agent_1225219,Home & Furniture,39.98
Agent_1270105,Home & Furniture,17.48
Agent_1089103,Electronics,93.41
